Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmp%,TotDist,PrgDist,SCmp,SAtt,SCmp%,MCmp,MAtt,MCmp%,LCmp,LAtt,LCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
42,Ola Aina,ng NGA,DF,Nott'ham Forest,Premier League,26,1996,18.8,605,803,75.3,9657,4065,329,375,87.7,217,284,76.4,46,99,46.5,1,0.9,1.0,+0.1,11,58,13,6,69,Matches,246d153b
43,Rayan Aït-Nouri,dz ALG,DFMF,Wolves,Premier League,22,2001,25.9,1005,1190,84.5,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,1,2.4,1.7,-1.4,25,60,13,4,99,Matches,9b398aea
44,Tosin Aiyegun,bj BEN,MFFW,Lorient,Ligue 1,25,1998,10.0,154,203,75.9,2377,486,73,98,74.5,58,70,82.9,10,15,66.7,0,0.3,0.3,-0.3,7,7,2,0,16,Matches,9c4f39b3
45,Kristoffer Ajer,no NOR,DF,Brentford,Premier League,25,1998,20.4,610,810,75.3,10210,3786,291,337,86.4,263,332,79.2,45,103,43.7,1,2.3,2.7,-1.3,12,56,10,3,61,Matches,a8c0acb7
46,Ludovic Ajorque,fr FRA,FW,Mainz 05,Bundesliga,29,1994,15.1,318,453,70.2,4546,479,172,241,71.4,105,145,72.4,15,19,78.9,0,1.0,1.6,-1.0,16,21,3,0,21,Matches,462475ed
47,Manuel Akanji,ch SUI,DFMF,Manchester City,Premier League,28,1995,27.9,2180,2334,93.4,35688,9787,1091,1136,96.0,923,975,94.7,126,163,77.3,0,0.5,1.8,-0.5,13,214,15,2,148,Matches,89ac64a6
48,Marley Aké,fr FRA,FW,Udinese,Serie A,22,2001,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,414e1f69
49,Nathan Aké,nl NED,DF,Manchester City,Premier League,28,1995,22.7,1716,1864,92.1,26189,8717,882,921,95.8,750,796,94.2,43,85,50.6,2,1.2,1.1,+0.8,10,148,5,1,116,Matches,eaeca114
50,Ilias Akhomach,ma MAR,MFFW,Villarreal,La Liga,19,2004,16.8,372,481,77.3,5109,1318,239,275,86.9,101,133,75.9,14,28,50.0,2,2.6,2.5,-0.6,21,20,24,6,45,Matches,b8bd60fe
51,Sergio Akieme,es ESP,DF,Almeria,La Liga,25,1997,18.6,620,801,77.4,10224,3150,314,346,90.8,247,298,82.9,48,111,43.2,0,2.2,2.1,-2.2,17,30,14,12,28,Matches,06efa9dc
52,Sergio Akieme,es ESP,DF,Reims,Ligue 1,25,1997,9.1,277,350,79.1,4318,1253,148,163,90.8,109,133,82.0,14,37,37.8,0,0.4,0.4,-0.4,6,15,4,2,20,Matches,06efa9dc
53,Ebenezer Akinsanmiro,ng NGA,MF,Inter,Serie A,18,2004,0.2,7,8,87.5,83,45,6,6,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,1,1,0,2,Matches,3ad34015
54,Maghnes Akliouche,fr FRA,MFFW,Monaco,Ligue 1,21,2002,17.9,645,833,77.4,9118,2859,380,444,85.6,196,246,79.7,32,69,46.4,4,3.5,3.4,+0.5,38,64,38,3,93,Matches,b625b241
55,Paul Akouokou,ci CIV,MF,Real Betis,La Liga,25,1997,0.3,16,17,94.1,280,65,7,8,87.5,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,31f5b89b
56,Paul Akouokou,ci CIV,MF,Lyon,Ligue 1,25,1997,3.4,158,185,85.4,2723,717,61,73,83.6,76,81,93.8,14,19,73.7,0,0.0,0.1,0.0,0,16,0,0,13,Matches,31f5b89b
57,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,Serie A,30,1992,7.8,220,263,83.7,3557,826,113,128,88.3,95,104,91.3,12,15,80.0,0,0.1,0.2,-0.1,1,14,0,0,10,Matches,fdf4b948
58,David Akpan Ankeye,ng NGA,FW,Genoa,Serie A,21,2002,0.6,8,9,88.9,85,20,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.4,0.0,0,0,1,0,1,Matches,8c4b95af
59,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,28,1995,12.2,611,711,85.9,10584,3879,275,302,91.1,277,307,90.2,50,79,63.3,0,0.3,0.4,-0.3,5,71,2,0,55,Matches,6ec6fde0
60,David Alaba,at AUT,DF,Real Madrid,La Liga,31,1992,12.8,810,904,89.6,12977,4997,447,464,96.3,297,330,90.0,49,84,58.3,1,0.7,0.8,+0.3,10,56,5,0,51,Matches,05439de2
61,Luis Alberto,es ESP,MF,Lazio,Serie A,30,1992,25.7,1303,1679,77.6,20459,6568,711,797,89.2,442,538,82.2,104,239,43.5,7,4.7,4.8,+2.3,64,172,48,4,212,Matches,5294a83f
62,Raúl Albiol,es ESP,DF,Villarreal,La Liga,37,1985,22.6,1095,1272,86.1,22569,8497,295,325,90.8,663,714,92.9,130,206,63.1,1,0.8,0.6,+0.2,3,64,1,0,62,Matches,4bd414c1
63,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,32,1991,0.1,7,10,70.0,130,30,3,3,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,77e84962
64,Carlos Alcaraz,ar ARG,MF,Juventus,Serie A,20,2002,4.2,143,165,86.7,2573,754,68,79,86.1,56,62,90.3,17,19,89.5,1,0.1,0.4,+0.9,2,20,4,0,27,Matches,4abac767
65,Rubén Alcaraz,es ESP,MF,Cadiz,La Liga,32,1991,34.8,1271,1582,80.3,23608,6666,577,637,90.6,487,558,87.3,167,303,55.1,1,1.4,1.6,-0.4,23,151,16,3,154,Matches,036bba5f
66,Omar Alderete,py PAR,DF,Getafe,La Liga,26,1996,24.4,678,1056,64.2,16564,7319,155,199,77.9,351,441,79.6,167,384,43.5,1,1.0,0.8,0.0,13,98,14,1,98,Matches,bb08bce9
67,Iván Alejo,es ESP,MF,Cadiz,La Liga,28,1995,18.8,245,481,50.9,4241,1711,117,163,71.8,70,147,47.6,39,104,37.5,2,1.3,2.8,+0.7,16,17,25,22,31,Matches,3d7e48ce
68,Carles Aleñá,es ESP,MF,Getafe,La Liga,25,1998,11.3,308,396,77.8,5315,1146,144,169,85.2,114,138,82.6,38,59,64.4,1,1.6,1.0,-0.6,18,31,3,2,23,Matches,6c811eb7
69,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,24,1998,23.9,1553,2062,75.3,30386,12434,676,734,92.1,607,762,79.7,244,495,49.3,4,7.2,6.1,-3.2,64,202,57,18,205,Matches,cd1acf9d
70,Aboubacar Ali,km COM,MFFW,Strasbourg,Ligue 1,17,2006,1.4,22,34,64.7,287,51,14,19,73.7,7,12,58.3,0,0,,1,0.1,0.1,+0.9,1,4,1,0,3,Matches,133d2aa5
71,Mohamed Ali Cho,fr FRA,FWMF,Real Sociedad,La Liga,19,2004,2.8,38,66,57.6,502,124,23,32,71.9,12,18,66.7,1,9,11.1,0,0.1,0.3,-0.1,1,1,0,0,3,Matches,f8405304
72,Mohamed Ali Cho,fr FRA,FW,Nice,Ligue 1,19,2004,9.6,193,268,72.0,3014,731,111,133,83.5,66,90,73.3,11,27,40.7,2,2.0,1.4,0.0,14,10,11,2,25,Matches,f8405304
73,Faride Alidou,de GER,FWMF,FC Cologne,Bundesliga,22,2001,14.2,196,305,64.3,3211,831,97,134,72.4,69,100,69.0,20,41,48.8,0,0.6,0.7,-0.6,14,14,7,3,33,Matches,00f518d8
74,Nabil Alioui,fr FRA,MFFW,Le Havre,Ligue 1,24,1999,11.2,228,358,63.7,3856,1464,118,151,78.1,64,92,69.6,35,83,42.2,1,2.2,2.5,-1.2,24,35,15,3,43,Matches,b386310a
75,Alisson,br BRA,GK,Liverpool,Premier League,30,1992,28.0,985,1142,86.3,21428,13147,238,239,99.6,597,607,98.4,147,284,51.8,0,0.0,0.0,0.0,1,8,0,0,5,Matches,7a2e46a8
76,Tadeo Allende,ar ARG,MFFW,Celta Vigo,La Liga,24,1999,3.7,60,98,61.2,900,309,39,52,75.0,12,22,54.5,5,8,62.5,0,0.4,0.2,-0.4,2,5,2,1,7,Matches,75a66bed
77,Jim Allevinah,ga GAB,MFDF,Clermont Foot,Ligue 1,28,1995,20.7,589,743,79.3,8314,2195,321,375,85.6,206,264,78.0,20,42,47.6,1,1.2,1.4,-0.2,20,36,20,8,52,Matches,1956b948
78,Domingos André Ribeiro Almeida,pt POR,FWMF,Valencia,La Liga,23,2000,10.7,315,399,78.9,4701,1257,183,202,90.6,99,124,79.8,23,40,57.5,1,1.2,0.9,-0.2,13,29,10,0,50,Matches,e6697917
79,Miguel Almirón,py PAR,FW,Newcastle United,Premier League,29,1994,21.5,668,801,83.4,9023,1846,411,456,90.1,208,250,83.2,21,38,55.3,1,2.6,2.4,-1.6,24,38,21,3,78,Matches,862a1c15
80,Pontus Almqvist,se SWE,FWMF,Lecce,Serie A,24,1999,23.4,351,478,73.4,4689,1071,224,282,79.4,85,120,70.8,17,20,85.0,1,2.7,1.8,-1.7,27,14,12,4,32,Matches,0917188a
81,Marcos Alonso,es ESP,DF,Barcelona,La Liga,32,1990,2.8,180,214,84.1,2690,803,105,112,93.8,57,67,85.1,8,21,38.1,0,0.5,0.3,-0.5,5,10,3,1,14,Matches,f4290206
82,Adrià Altimira,es ESP,DFMF,Villarreal,La Liga,22,2001,8.6,389,465,83.7,6578,2133,180,208,86.5,170,193,88.1,31,42,73.8,0,0.1,0.2,-0.1,2,25,5,2,29,Matches,757a3431
83,Sergi Altimira,es ESP,MF,Real Betis,La Liga,21,2001,6.3,289,320,90.3,4841,1149,142,154,92.2,110,116,94.8,30,36,83.3,0,0.3,0.3,-0.3,4,26,2,0,31,Matches,94acdd4e
84,Edson Álvarez,mx MEX,MF,West Ham,Premier League,25,1997,26.4,1033,1207,85.6,17083,5225,518,573,90.4,401,445,90.1,87,132,65.9,1,0.6,0.8,+0.4,12,87,6,1,91,Matches,8b3ab7ad
85,Gastón Álvarez,uy URU,DF,Getafe,La Liga,23,2000,28.2,754,1017,74.1,14087,5016,296,339,87.3,356,438,81.3,86,197,43.7,0,0.6,0.4,-0.6,8,64,5,3,63,Matches,852ddfb8
86,Hugo Álvarez,es ESP,MFDF,Celta Vigo,La Liga,20,2003,8.5,380,455,83.5,5179,1437,241,263,91.6,117,134,87.3,8,27,29.6,1,1.5,1.8,-0.5,19,19,15,3,34,Matches,6f392eb8
87,Julián Álvarez,ar ARG,MFFW,Manchester City,Premier League,23,2000,29.4,1011,1258,80.4,13977,2992,615,679,90.6,272,328,82.9,58,145,40.0,8,6.4,6.3,+1.6,67,43,41,4,103,Matches,15ab5a2b
88,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,28,1995,12.8,572,710,80.6,11772,4181,157,181,86.7,346,378,91.5,63,128,49.2,0,0.1,0.4,-0.1,3,38,3,0,55,Matches,3ecc11d8
89,Skelly Alvero,fr FRA,MF,Lyon,Ligue 1,21,2002,4.7,159,193,82.4,2519,738,83,95,87.4,60,75,80.0,12,16,75.0,0,0.0,0.2,0.0,1,17,3,1,27,Matches,add37c13
90,Skelly Alvero,fr FRA,MF,Werder Bremen,Bundesliga,21,2002,1.4,59,76,77.6,1098,274,24,35,68.6,25,27,92.6,8,9,88.9,0,0.0,0.0,0.0,1,3,1,0,9,Matches,add37c13
91,Papa Amadou Diallo,sn SEN,FW,Metz,Ligue 1,19,2004,9.9,167,257,65.0,2726,899,86,121,71.1,64,98,65.3,12,24,50.0,1,0.9,0.7,+0.1,12,17,6,2,30,Matches,d638ab17
92,Selim Amallah,ma MAR,FWMF,Valencia,La Liga,26,1996,6.7,120,164,73.2,1635,456,69,83,83.1,32,46,69.6,7,14,50.0,1,0.3,0.3,+0.7,4,11,3,0,21,Matches,00eba9c9
93,Amath,sn SEN,FWMF,Mallorca,La Liga,27,1996,4.4,76,113,67.3,1118,296,42,55,76.4,24,38,63.2,6,8,75.0,0,0.4,0.3,-0.4,3,8,4,2,13,Matches,f3b1d9a2
94,Lorenzo Amatucci,it ITA,MF,Fiorentina,Serie A,19,2004,0.2,22,25,88.0,449,101,6,7,85.7,14,14,100.0,2,2,100.0,0,0.0,0.1,0.0,0,3,0,0,2,Matches,13b9e2fb
95,Jordan Amavi,fr FRA,DF,Brest,Ligue 1,29,1994,1.0,47,54,87.0,858,247,18,20,90.0,25,29,86.2,4,4,100.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches,22721b88
96,Zeki Amdouni,ch SUI,FW,Burnley,Premier League,22,2000,21.7,396,500,79.2,6229,1153,216,265,81.5,141,161,87.6,24,35,68.6,1,1.4,1.3,-0.4,16,28,9,0,49,Matches,2ee5b0c9
97,Kelvin Amian,fr FRA,DF,Nantes,Ligue 1,25,1998,8.9,268,350,76.6,4336,1782,142,159,89.3,100,127,78.7,22,45,48.9,1,0.6,0.7,+0.4,5,26,4,2,28,Matches,bcc81786
98,Bruno Amione,ar ARG,DF,Verona,Serie A,21,2002,6.4,217,273,79.5,3776,1390,83,99,83.8,114,132,86.4,15,33,45.5,0,0.0,0.0,0.0,1,11,0,0,17,Matches,2df7cc43
99,Michael Amir Murillo,pa PAN,DF,Marseille,Ligue 1,27,1996,11.1,492,602,81.7,8248,2497,220,257,85.6,222,268,82.8,35,54,64.8,2,1.2,1.2,+0.8,7,26,8,2,35,Matches,349cae8f
100,Nadiem Amiri,de GER,MF,Mainz 05,Bundesliga,26,1996,14.6,567,798,71.1,10700,4288,247,291,84.9,205,263,77.9,94,201,46.8,4,4.3,4.1,-0.3,52,70,17,3,88,Matches,555d5edd
